"","pm.id","pm.uid","pm.type","ncaa_id","team","season","division","jersey","name","position","height","class","major","hometown","homestate","high_school","previous_school","url","hometown_cleaned","pm.address","pm.state","country","temp","Continent","Region"
"552",2646,1686,"unknown",439,"Monmouth",2024,"I","21","Victor Andersson","Forward","6'4""","Fr.",NA,"Örebro"," Sweden","Virginska Gymnasium",NA,"https://www.monmouthhawks.com/sports/mens-soccer/roster/victor-andersson/21275","ÖREBRO, SWEDEN","ÖREBRO SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"553",2648,203,"unknown",439,"Monmouth",2024,"I","23","Carl Valgma","Midfield","5'9""","So.",NA,"Stockholm"," Sweden","Solna Gymnasium",NA,"https://www.monmouthhawks.com/sports/mens-soccer/roster/carl-valgma/21240","STOCKHOLM, SWEDEN","STOCKHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"554",2653,1701,"unknown",450,"Mount St. Mary's",2024,"I","2","Figo Cheuk",NA,"6'0""","Jr.",NA,"Westmeath"," Ireland","St. Joseph's","Feather River","https://www.mountathletics.com/sports/mens-soccer/roster/figo-cheuk/8180","WESTMEATH, IRELAND","WESTMEATH IRELAND",NA,"IRELAND","IRELAND","Europe","Northern Europe"
"555",2655,1702,"unknown",450,"Mount St. Mary's",2024,"I","4","Maks Czyz",NA,"6'1""","So.",NA,"Alesund"," Norway","Ålesund Videgårende Skole",NA,"https://www.mountathletics.com/sports/mens-soccer/roster/maks-czyz/8156","ALESUND, NORWAY","ALESUND NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"556",2661,1707,"unknown",450,"Mount St. Mary's",2024,"I","10","Dominik Topolsky",NA,"5'9""","Sr.",NA,"Cassis"," France","Lycee Nelson Mandela",NA,"https://www.mountathletics.com/sports/mens-soccer/roster/dominik-topolsky/8170","CASSIS, FRANCE","CASSIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"557",2665,1710,"unknown",450,"Mount St. Mary's",2024,"I","14","Markus Nilsen",NA,"6'2""","Gr.",NA,"Moss"," Norway",NA,"Kirkeparken VGS","https://www.mountathletics.com/sports/mens-soccer/roster/markus-nilsen/8166","MOSS, NORWAY","MOSS NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"558",2666,1711,"unknown",450,"Mount St. Mary's",2024,"I","15","Luc Holden",NA,"5'9""","Gr.",NA,"Aldershot"," England",NA,"Seton Hill","https://www.mountathletics.com/sports/mens-soccer/roster/luc-holden/8160","ALDERSHOT, ENGLAND","ALDERSHOT ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"559",2675,1155,"unknown",450,"Mount St. Mary's",2024,"I","24","Jack Kehoe",NA,"6'0""","Fr.",NA,"Dublin"," Ireland","St. Mary's College",NA,"https://www.mountathletics.com/sports/mens-soccer/roster/jack-kehoe/8190","DUBLIN, IRELAND","DUBLIN IRELAND",NA,"IRELAND","IRELAND","Europe","Northern Europe"
"560",2678,1717,"unknown",450,"Mount St. Mary's",2024,"I","27","Kris Kolar Leban",NA,"6'0""","So.",NA,"Ljubljana"," Slovenia","STSS SCPET",NA,"https://www.mountathletics.com/sports/mens-soccer/roster/kris-kolar-leban/8161","LJUBLJANA, SLOVENIA","LJUBLJANA SLOVENIA",NA,"SLOVENIA","SLOVENIA","Europe","Southern Europe"
"561",2731,1744,"unknown",471,"New Jersey Institute of Technology",2024,"I","6","Sokol Ymeraj","MF","6'1""","Gr.",NA,"Fier"," Albania","Shekulli i Ri",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/sokol-ymeraj/8678","FIER, ALBANIA","FIER ALBANIA",NA,"ALBANIA","ALBANIA","Europe","Southern Europe"
"562",2732,536,"unknown",471,"New Jersey Institute of Technology",2024,"I","7","Giovanni Massacesi","MF","6'1""","Gr.",NA,"Turin"," Italy",NA,NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/giovanni-massacesi/8676","TURIN, ITALY","TURIN ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"563",2733,1215,"unknown",471,"New Jersey Institute of Technology",2024,"I","8","Goncalo  Franco","MF","5'8""","Sr.",NA,"Lisbon"," Portugal","Madeira Torres",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/goncalo-franco/8529","LISBON, PORTUGAL","LISBON PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"564",2735,598,"unknown",471,"New Jersey Institute of Technology",2024,"I","10","Alvaro  Heredia","MF","5'6""","Jr.",NA,"Castellon"," Spain","Agora Lledo International School",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/alvaro-heredia/8530","CASTELLON, SPAIN","CASTELLON SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"565",2736,1745,"unknown",471,"New Jersey Institute of Technology",2024,"I","11","Sergio  Martinez Cubel","MF","5'8""","Jr.",NA,"Sedavi"," Spain","Colegio Nuestra Senora del Socorro",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/sergio-martinez-cubel/8534","SEDAVI, SPAIN","SEDAVI SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"566",2739,1332,"unknown",471,"New Jersey Institute of Technology",2024,"I","15","Andrea  Campoli","D","6'2""","Jr.",NA,"Rome"," Italy","Liceo Santa Rosa",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/andrea-campoli/8525","ROME, ITALY","ROME ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"567",2745,1752,"unknown",471,"New Jersey Institute of Technology",2024,"I","21","Vittorio  Vopicelli","MF","5'10""","Jr.",NA,"Torino"," Italy","Lycee Francais Jean Giono",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/vittorio-vopicelli/8679","TORINO, ITALY","TORINO ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"568",2756,203,"unknown",471,"New Jersey Institute of Technology",2024,"I",NA,"Nathaniel Jast","MF","5'8""","Fr.",NA,"Stockholm"," Sweden","Norra Real, Roslagsgatan 1",NA,"https://www.njithighlanders.com/sports/mens-soccer/roster/nathaniel-jast/8665","STOCKHOLM, SWEDEN","STOCKHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"569",2758,1758,"unknown",482,"Niagara",2024,"I","0","David Indra","Goalkeeper","6'1""","Sr.",NA,"Frauenfeld"," Switzerland",NA,"Monroe Community College (NJCAA)","https://www.purpleeagles.com/sports/mens-soccer/roster/david-indra/8663","FRAUENFELD, SWITZERLAND","FRAUENFELD SWITZERLAND",NA,"SWITZERLAND","SWITZERLAND","Europe","Eastern Europe"
"570",2760,1155,"unknown",482,"Niagara",2024,"I","1","Jamie Barry","Goalkeeper","6'3""","Jr.",NA,"Dublin"," Ireland",NA,"St. Paul's College","https://www.purpleeagles.com/sports/mens-soccer/roster/jamie-barry/8631","DUBLIN, IRELAND","DUBLIN IRELAND",NA,"IRELAND","IRELAND","Europe","Northern Europe"
"571",2761,1155,"unknown",482,"Niagara",2024,"I","2","Paddy Kildee-Doolan","Midfield","6'2""","Fr.",NA,"Dublin"," Ireland","Dirmnagh Castle Secondary",NA,"https://www.purpleeagles.com/sports/mens-soccer/roster/paddy-kildee-doolan/8673","DUBLIN, IRELAND","DUBLIN IRELAND",NA,"IRELAND","IRELAND","Europe","Northern Europe"
"572",2765,959,"unknown",482,"Niagara",2024,"I","7","Lucas Fenton","Midfield","5'10""","Sr.",NA,"Kinross"," Scotland",NA,"Genesse Community College (NJCAA)","https://www.purpleeagles.com/sports/mens-soccer/roster/lucas-fenton/8660","KINROSS, SCOTLAND","KINROSS SCOTLAND",NA,"SCOTLAND","SCOTLAND","Europe","Northern Europe"
"573",2767,1764,"unknown",482,"Niagara",2024,"I","9","Gerard Lopez Forner","Forward","6'0""","Gr.",NA,"Silla"," Spain",NA,"Presbyterian","https://www.purpleeagles.com/sports/mens-soccer/roster/gerard-lopez-forner/8644","SILLA, SPAIN","SILLA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"574",2771,1767,"unknown",482,"Niagara",2024,"I","14","Mick Bastiaenen","Back","6'4""","Sr.",NA,"Haarlem"," Noord-Holland, Netherlands",NA,"Monroe Community College (NJCAA)","https://www.purpleeagles.com/sports/mens-soccer/roster/mick-bastiaenen/8632","HAARLEM, NOORD HOLLAND, NETHERLANDS","HAARLEM NOORD HOLLAND NETHERLANDS",NA,"NETHERLANDS","NETHERLANDS","Europe","Western Europe"
"575",2780,209,"unknown",482,"Niagara",2024,"I","24","Alberto Sanchez Cervera","Back","6'1""","Jr.",NA,"Valencia"," Spain","Levante UD",NA,"https://www.purpleeagles.com/sports/mens-soccer/roster/alberto-sanchez-cervera/8669","VALENCIA, SPAIN","VALENCIA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"576",2783,1775,"unknown",482,"Niagara",2024,"I","33","Felix Kogler","Forward","6'3""","Sr.",NA,"Klagenfurt"," Austria",NA,"Westcliff (NAIA)","https://www.purpleeagles.com/sports/mens-soccer/roster/felix-kogler/8664","KLAGENFURT, AUSTRIA","KLAGENFURT AUSTRIA",NA,"AUSTRIA","AUSTRIA","Europe","Eastern Europe"
"577",2784,1776,"unknown",2711,"North Florida",2024,"I","0","Iu Pentinat","Goalkeeper","6'4""","R-So.",NA,"Reus"," Spain",NA,"Coastal Carolina","https://www.unfospreys.com/sports/mens-soccer/roster/iu-pentinat/13970","REUS, SPAIN","REUS SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"578",2788,1779,"unknown",2711,"North Florida",2024,"I","3","Alfie Mattocks","Defender","5'10""","So.",NA,"Norwich"," England",NA,"Barton College","https://www.unfospreys.com/sports/mens-soccer/roster/alfie-mattocks/14199","NORWICH, ENGLAND","NORWICH ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"579",2792,1781,"unknown",2711,"North Florida",2024,"I","7","Angus Taylor","Forward","5'11""","Gr.",NA,"Morzine"," France",NA,"Georgetown College","https://www.unfospreys.com/sports/mens-soccer/roster/angus-taylor/13961","MORZINE, FRANCE","MORZINE FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"580",2795,292,"unknown",2711,"North Florida",2024,"I","10","Scott Beeks","Midfielder","6'1""","Gr.",NA,"London"," England",NA,"La Salle","https://www.unfospreys.com/sports/mens-soccer/roster/scott-beeks/13949","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"581",2802,1787,"unknown",2711,"North Florida",2024,"I","21","Rafa Rios","Defender","6'1""","Fr.",NA,"Burriana"," Spain",NA,"San Juan Bautista","https://www.unfospreys.com/sports/mens-soccer/roster/rafa-rios/13971","BURRIANA, SPAIN","BURRIANA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"582",2803,1788,"unknown",2711,"North Florida",2024,"I","22","Anton Khelil","Midfielder","6'3""","So.",NA,"Elne"," France",NA,"Lycée Rosa Luxemburg","https://www.unfospreys.com/sports/mens-soccer/roster/anton-khelil/13965","ELNE, FRANCE","ELNE FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"583",2811,209,"unknown",2711,"North Florida",2024,"I","99","David Perez","Midfielder","5'7""","R-Jr.",NA,"Valencia"," Spain",NA,"Oregon State","https://www.unfospreys.com/sports/mens-soccer/roster/david-perez/13973","VALENCIA, SPAIN","VALENCIA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"584",2812,333,"unknown",500,"Northeastern",2024,"I","0","Tobias Jahn","Goalkeeper","6'2""","Sr.",NA,NA,NA,"Ludwig Uhland Gymnasium","Wisconsin-Green Bay","https://www.nuhuskies.com/sports/mens-soccer/roster/tobias-jahn/9128",NA,NA,NA,"GERMANY",NA,"Europe","Eastern Europe"
"585",2820,333,"unknown",500,"Northeastern",2024,"I","10","Tobias  Wangerud","Forward","6'3""","Sr.",NA,NA,NA,"Dahlske Videregaaende","University of San Francisco","https://www.nuhuskies.com/sports/mens-soccer/roster/tobias-wangerud/9122",NA,NA,NA,"NORWAY",NA,"Europe","Northern Europe"
"586",2821,333,"unknown",500,"Northeastern",2024,"I","11","Kevin Ogudugu","Forward","5'10""","Gr.",NA,NA,NA,"Wang","Virginia /  Portland","https://www.nuhuskies.com/sports/mens-soccer/roster/kevin-ogudugu/9114",NA,NA,NA,"NORWAY",NA,"Europe","Northern Europe"
"587",2824,333,"unknown",500,"Northeastern",2024,"I","14","Thomas Vold","Defense","6'0""","So.",NA,NA,NA,"NTG-U","Stabaek","https://www.nuhuskies.com/sports/mens-soccer/roster/thomas-vold/9121",NA,NA,NA,"NORWAY",NA,"Europe","Northern Europe"
"588",2826,333,"unknown",500,"Northeastern",2024,"I","16","Davide  Romeo","Midfield","6'2""","Sr.",NA,NA,NA,"International Experiential School (IEXS)","Florida Atlantic University","https://www.nuhuskies.com/sports/mens-soccer/roster/davide-romeo/9117",NA,NA,NA,"ITALY",NA,"Europe","Southern Europe"
"589",2827,333,"unknown",500,"Northeastern",2024,"I","17","Mathias Hille","Defense / Midfield","6'1""","So.",NA,NA,NA,"AES Schwalbach","FC Eddershelm","https://www.nuhuskies.com/sports/mens-soccer/roster/mathias-hille/9109",NA,NA,NA,"GERMANY",NA,"Europe","Eastern Europe"
"590",2828,333,"unknown",500,"Northeastern",2024,"I","18","Jackson Flier","Defender","5'11""","Fr.",NA,NA,NA,"Agora Madrid International School","La Liga Academy","https://www.nuhuskies.com/sports/mens-soccer/roster/jackson-flier/9126",NA,NA,NA,"GERMANY",NA,"Europe","Eastern Europe"
"591",2838,333,"unknown",500,"Northeastern",2024,"I","29","Christoph Schurz","Defender","5'8""","Jr.",NA,NA,NA,NA,"Wisconsin-Green Bay","https://www.nuhuskies.com/sports/mens-soccer/roster/christoph-schurz/9132",NA,NA,NA,"GERMANY",NA,"Europe","Eastern Europe"
"592",2846,203,"unknown",503,"Northern Illinois",2024,"I","3","Tom Dahlin",NA,"5'11""","Fr.",NA,"Stockholm"," Sweden","Danderyds Gymnasium",NA,"https://www.niuhuskies.com/sports/mens-soccer/roster/tom-dahlin/17589","STOCKHOLM, SWEDEN","STOCKHOLM SWEDEN",NA,"SWEDEN","SWEDEN","Europe","Northern Europe"
"593",2853,1155,"unknown",503,"Northern Illinois",2024,"I","10","Kevin Kelly","F","6'1""","Sr.",NA,"Dublin"," Ireland","St. Joseph Rush","Daytona State College","https://www.niuhuskies.com/sports/mens-soccer/roster/kevin-kelly/17583","DUBLIN, IRELAND","DUBLIN IRELAND",NA,"IRELAND","IRELAND","Europe","Northern Europe"
"594",2855,1795,"unknown",503,"Northern Illinois",2024,"I","12","Josh Squires",NA,"5'9""","Fr.",NA,"Christchurch"," England","Highcliffe School",NA,"https://www.niuhuskies.com/sports/mens-soccer/roster/josh-squires/17591","CHRISTCHURCH, ENGLAND","CHRISTCHURCH ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"595",2860,311,"unknown",503,"Northern Illinois",2024,"I","18","Wiktor Kwiatkowski",NA,"6'1""","Jr.",NA,"Brussels"," Belgium","Athebee Royal De Ganshoren","Arizona Western","https://www.niuhuskies.com/sports/mens-soccer/roster/wiktor-kwiatkowski/17596","BRUSSELS, BELGIUM","BRUSSELS BELGIUM",NA,"BELGIUM","BELGIUM","Europe","Western Europe"
"596",2870,1801,"unknown",505,"Northern Kentucky",2024,"I","3","Steven Boaghe Braniste",NA,NA,"So.",NA,"Getafe"," Spain",NA,"FMU","https://www.nkunorse.com/sports/mens-soccer/roster/steven-boaghe-braniste/6152","GETAFE, SPAIN","GETAFE SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"597",2873,1803,"unknown",505,"Northern Kentucky",2024,"I","6","Simon Knuewe","Midfielder","6'4""","Sr.",NA,"Buchholz"," Germany","Gymnasium am Kattenberge",NA,"https://www.nkunorse.com/sports/mens-soccer/roster/simon-knuewe/6138","BUCHHOLZ, GERMANY","BUCHHOLZ GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"598",2880,1806,"unknown",505,"Northern Kentucky",2024,"I","13","Romeo Paparesta","Goalkeeper","6'0""","Jr.",NA,"Bari"," Italy","Liceo Scientifico Scacchi Bari","Bellevue University","https://www.nkunorse.com/sports/mens-soccer/roster/romeo-paparesta/6144","BARI, ITALY","BARI ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"599",2902,1822,"unknown",514,"Oakland",2024,"I","2","Markus Wienerroither","Defender",NA,"So.",NA,"Austria",NA,NA,"SV Grodig","https://www.goldengrizzlies.com/sports/mens-soccer/roster/markus-wienerroither/10639","AUSTRIA","AUSTRIA",NA,"AUSTRIA","AUSTRIA","Europe","Eastern Europe"
"600",2903,462,"unknown",514,"Oakland",2024,"I","3","Andrija Stozinic","Defender","5'11""","So.",NA,"Belgrade"," Serbia",NA,NA,"https://www.goldengrizzlies.com/sports/mens-soccer/roster/andrija-stozinic/10643","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"601",2907,1826,"unknown",514,"Oakland",2024,"I","7","Noah Roka","Defender","5'8""","So.",NA,"Vienna"," Austria","Porgy Gymnasium",NA,"https://www.goldengrizzlies.com/sports/mens-soccer/roster/noah-roka/10428","VIENNA, AUSTRIA","VIENNA AUSTRIA",NA,"AUSTRIA","AUSTRIA","Europe","Eastern Europe"
"602",2911,1827,"unknown",514,"Oakland",2024,"I","11","Lejs Plicanic","Forward","6'3""","Sr.",NA,"Zagreb"," Croatia",NA,NA,"https://www.goldengrizzlies.com/sports/mens-soccer/roster/lejs-plicanic/10654","ZAGREB, CROATIA","ZAGREB CROATIA",NA,"CROATIA","CROATIA","Europe","Southern Europe"
"603",2918,1822,"unknown",514,"Oakland",2024,"I","18","Julian Kanzler","Midfielder","5'6""","So.",NA,"Austria",NA,NA,"SV Grodig","https://www.goldengrizzlies.com/sports/mens-soccer/roster/julian-kanzler/10638","AUSTRIA","AUSTRIA",NA,"AUSTRIA","AUSTRIA","Europe","Eastern Europe"
"604",2926,462,"unknown",514,"Oakland",2024,"I","26","Milan Dajic","Forward","6'3""","Jr.",NA,"Belgrade"," Serbia","Rudjer Boskovic","St. Francis","https://www.goldengrizzlies.com/sports/mens-soccer/roster/milan-dajic/10641","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"605",2928,1834,"unknown",514,"Oakland",2024,"I","28","Harry Phantis","Defender",NA,"Fr.",NA,"Hertfordshire"," U.K.","Aldenham Senior School",NA,"https://www.goldengrizzlies.com/sports/mens-soccer/roster/harry-phantis/10652","HERTFORDSHIRE, UK","HERTFORDSHIRE UK",NA,"ENGLAND","UK","Europe","Northern Europe"
"606",2936,1259,"unknown",464,"Omaha",2024,"I","6","Martin Lago",NA,"5'8""","Sr.",NA,"Vigo"," Spain",NA,"Davis & Elkins College","https://www.omavs.com/sports/mens-soccer/roster/martin-lago/15773","VIGO, SPAIN","VIGO SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"607",2940,1416,"unknown",464,"Omaha",2024,"I","10","Theo Klein",NA,"5'11""","Sr.",NA,"Strasbourg"," France","Jean-Monnet","Central Methodist","https://www.omavs.com/sports/mens-soccer/roster/theo-klein/15771","STRASBOURG, FRANCE","STRASBOURG FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"608",2951,1850,"unknown",464,"Omaha",2024,"I","21","Maarten Gravekamp","Midfielder","5'11""","Jr.",NA,"Baarn"," Netherlands","Oosterlicht College","Olivet Nazarene University","https://www.omavs.com/sports/mens-soccer/roster/maarten-gravekamp/15781","BAARN, NETHERLANDS","BAARN NETHERLANDS",NA,"NETHERLANDS","NETHERLANDS","Europe","Western Europe"
"609",2952,945,"unknown",464,"Omaha",2024,"I","22","Thore Boehm","Midfielder","6'1""","Sr.",NA,"Rostock"," Germany","Cjd Rostock",NA,"https://www.omavs.com/sports/mens-soccer/roster/thore-boehm/15764","ROSTOCK, GERMANY","ROSTOCK GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"610",2958,340,"unknown",464,"Omaha",2024,"I","30","Nathanael Sallah","Goalkeeper","6'3""","Sr.",NA,"Hamburg"," Germany","St. Ansgar",NA,"https://www.omavs.com/sports/mens-soccer/roster/nathanael-sallah/15778","HAMBURG, GERMANY","HAMBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"611",2961,1853,"unknown",527,"Oral Roberts",2024,"I","1","Jakub Grzesiak",NA,"6'3""","So.",NA,"Bydgoszcz"," Poland","Liceum Ogólnoksztalcace",NA,"https://www.oruathletics.com/sports/mens-soccer/roster/jakub-grzesiak/5604","BYDGOSZCZ, POLAND","BYDGOSZCZ POLAND",NA,"POLAND","POLAND","Europe","Eastern Europe"
"612",2964,1856,"unknown",527,"Oral Roberts",2024,"I","4","Rastko Dekic",NA,"6'4""","Gr.",NA,"Nova Sad"," Serbia",NA,NA,"https://www.oruathletics.com/sports/mens-soccer/roster/rastko-dekic/5622","NOVA SAD, SERBIA","NOVA SAD SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"613",2965,1857,"unknown",527,"Oral Roberts",2024,"I","5","Baptiste Boit",NA,"6'2""","Sr.",NA,"Clermont-Ferrand"," France",NA,NA,"https://www.oruathletics.com/sports/mens-soccer/roster/baptiste-boit/5610","CLERMONT FERRAND, FRANCE","CLERMONT FERRAND FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"614",2966,125,"unknown",527,"Oral Roberts",2024,"I","6","Emmanuel Dennis",NA,NA,"Jr.",NA,"Paris"," France","Lycee Camille Saint Saens",NA,"https://www.oruathletics.com/sports/mens-soccer/roster/emmanuel-dennis/5608","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"615",2968,1858,"unknown",527,"Oral Roberts",2024,"I","8","Mateusz Flak",NA,"6'2""","Fr.",NA,"Psary"," Poland",NA,NA,"https://www.oruathletics.com/sports/mens-soccer/roster/mateusz-flak/5623","PSARY, POLAND","PSARY POLAND",NA,"POLAND","POLAND","Europe","Eastern Europe"
"616",2973,1862,"unknown",527,"Oral Roberts",2024,"I","13","Enzo Gindro",NA,"5'8""","Fr.",NA,"Loulans-Verchamp"," France",NA,NA,"https://www.oruathletics.com/sports/mens-soccer/roster/enzo-gindro/5624","LOULANS VERCHAMP, FRANCE","LOULANS VERCHAMP FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"617",2984,336,"unknown",527,"Oral Roberts",2024,"I","25","Benjamin Morgan",NA,NA,"Fr.",NA,"Bergen"," Norway",NA,NA,"https://www.oruathletics.com/sports/mens-soccer/roster/benjamin-morgan/5629","BERGEN, NORWAY","BERGEN NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"618",2988,511,"unknown",527,"Oral Roberts",2024,"I","33","Tommy Lamb",NA,"5'10""","Gr.",NA,"Kent"," England",NA,NA,"https://www.oruathletics.com/sports/mens-soccer/roster/tommy-lamb/5630","KENT, ENGLAND","KENT ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"619",2992,351,"unknown",587801,"Pacific",2024,"I","3","Lukas Aeberli",NA,"5'10""","Gr.",NA,"Zurich"," Switzerland","Zurich Business School",NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/lukas-aeberli/5370","ZURICH, SWITZERLAND","ZURICH SWITZERLAND",NA,"SWITZERLAND","SWITZERLAND","Europe","Eastern Europe"
"620",2993,179,"unknown",587801,"Pacific",2024,"I","4","Nicholas Engels",NA,"6'0""","So.",NA,"Frankfurt"," Germany","Feldbergschule Oberursel",NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/nicholas-engels/5408","FRANKFURT, GERMANY","FRANKFURT GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"621",2995,8,"unknown",587801,"Pacific",2024,"I","6","Bele Alomerovic",NA,"6'0""","Fr.",NA,"Reykjavik"," Iceland",NA,NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/bele-alomerovic/5385","REYKJAVIK, ICELAND","REYKJAVIK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"622",2996,1872,"unknown",587801,"Pacific",2024,"I","7","Vinzent Zingel",NA,"5'7""","5th",NA,"Aachen"," Germany","Käthe-Kollwitz-Berufskolleg","Missouri State","https://www.pacifictigers.com/sports/mens-soccer/roster/vinzent-zingel/5383","AACHEN, GERMANY","AACHEN GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"623",2998,310,"unknown",587801,"Pacific",2024,"I","9","Alberto Cruz",NA,"5'11""","Jr.",NA,"Madrid"," Spain",NA,NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/alberto-cruz/5386","MADRID, SPAIN","MADRID SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"624",2999,1874,"unknown",587801,"Pacific",2024,"I","10","Luca Baltzer",NA,"6'1""","Jr.",NA,"Oberstenfeld"," Germany",NA,NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/luca-baltzer/5387","OBERSTENFELD, GERMANY","OBERSTENFELD GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"625",3001,1876,"unknown",587801,"Pacific",2024,"I","12","Lennart Poth",NA,"5'10""","So.",NA,"Trier"," Germany",NA,NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/lennart-poth/5388","TRIER, GERMANY","TRIER GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"626",3016,1332,"unknown",587801,"Pacific",2024,"I","30","Mattia Marsili",NA,"6'1""","So.",NA,"Rome"," Italy",NA,NA,"https://www.pacifictigers.com/sports/mens-soccer/roster/mattia-marsili/5396","ROME, ITALY","ROME ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"627",3051,1893,"unknown",545,"Pittsburgh",2024,"I","4","Daniel Gamboa Gonzalez","Defender","6'0""","Fr.",NA,"Castellón de la Plana"," Spain","IES Francesc Ribalta",NA,"https://www.pittsburghpanthers.com/sports/mens-soccer/roster/daniel-gamboa-gonzalez/13843","CASTELLÓN DE LA PLANA, SPAIN","CASTELLÓN DE LA PLANA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"628",3052,1894,"unknown",545,"Pittsburgh",2024,"I","5","Niklas Soerensen","Defender","6'3""","Fr.",NA,"Thalwil"," Switzerland","Kantonsschule Enge",NA,"https://www.pittsburghpanthers.com/sports/mens-soccer/roster/niklas-soerensen/13826","THALWIL, SWITZERLAND","THALWIL SWITZERLAND",NA,"SWITZERLAND","SWITZERLAND","Europe","Eastern Europe"
"629",3054,1348,"unknown",545,"Pittsburgh",2024,"I","7","Miguel Bertran","Midfielder","5'7""","Fr.",NA,"Barcelona"," Spain","European Barcelona School",NA,"https://www.pittsburghpanthers.com/sports/mens-soccer/roster/miguel-bertran/13828","BARCELONA, SPAIN","BARCELONA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"630",3056,666,"unknown",545,"Pittsburgh",2024,"I","9","Albert Thorsen","Forward","5'11""","So.",NA,"Drammen"," Norway","Drammen VGS Toppidrett",NA,"https://www.pittsburghpanthers.com/sports/mens-soccer/roster/albert-thorsen/13783","DRAMMEN, NORWAY","DRAMMEN NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
